index,adoptionStatusCd,age,animalSeq,classification,fileNm,filePath,foundPlace,gender,gu,hairColor,hitCnt,memo,modDtTm,regDtTm,regId,rescueDate,species,weight
248,2,4년령(추정),43164,1,23-5-110.jpg,202306/20230620120843807.jpg,대전로 1247 금강@ 주변,1,5,백색,1098,미용 & 가슴줄착용 & 겁많음 & 왼쪽어깨지방종 & 목줄 & 심잡음 & 등쪽피부염 & 홍역음성(6/20) & 파보음성(6/20) & 코로나음성(6/20) 파보 음성(7/10),2023-07-10,2023-06-20,23-5-110,2023-06-20,말티즈,5.5kg
249,5,10년령(추정),43163,1,23-2-149.jpg,202306/20230620120804923.jpg,석교동 석교초등학교 주변,1,2,황색,609,미용 & 치석 & 심잡음 & 왼쪽후지슬개골탈구 & 홍역음성(6/20) & 파보음성(6/20) & 코로나음성(6/20) 설사(7/2) 코로나 양성(7/2) & 식욕저하(7/2) & 활력저하(7/2),2023-07-03,2023-06-20,23-2-149,2023-06-19,푸들,1.7kg
250,5,1년령(추정),43162,2,23-4-172.jpg,202306/20230620120733581.jpg,진잠파출소 옆,5,4,황백색,4,외부병원진료 & 폐사체인계,2023-06-20,2023-06-20,23-4-172,2023-06-18,코리안숏헤어,3kg(추정)
251,7,3년령(추정),43161,1,23-3-193.jpg,202306/20230619025345610.jpg,도솔로 131 인근,4,3,백색,48,치석 & 홍역음성(6/19) & 파보음성(6/19) & 코로나음성(6/19),2023-06-19,2023-06-19,23-3-193,2023-06-19,믹스,6.74kg
252,7,1년령(추정),43160,1,23-3-192.jpg,202306/20230619025254071.jpg,도솔로 131 인근,2,3,백색,46,치석 & 홍역음성(6/19) & 파보음성(6/19) & 코로나음성(6/19),2023-06-19,2023-06-19,23-3-192,2023-06-19,믹스,7.95kg
253,7,10년령(추정),43159,1,23-1-186.jpg,202306/20230619025146074.jpg,한밭대로1254번길 23 인근,2,1,황색,10,칩존재 & 현장반환,2023-06-19,2023-06-19,23-1-186,2023-06-19,푸들,5kg(추정)
254,2,3개월령(추정),43158,1,23-1-185.jpg,202306/20230619025048224.jpg,대동 402-4 인근,1,1,흑황색,1340,목줄착용 & 유치잔존 & 홍역음성(6/19) & 파보음성(6/19) & 코로나음성(6/19) 파보 음성(7/10) & 파보음성(8/2) & 코로나음성(8/2),2023-08-04,2023-06-19,23-1-185,2023-06-19,믹스,5.4kg
255,7,1년령(추정),43157,1,23-3-191.jpg,202306/20230619095000485.jpg,월평동 인근,1,3,회백색,36,,2023-06-19,2023-06-19,23-3-191,2023-06-18,울프독,25kg(추정)
256,7,3년령(추정),43156,1,23-1-184.jpg,202306/20230619094922252.jpg,가양동 보건대 인근,4,1,황백색,1027,부정교합 & 치석약간 & 홍역음성(6/19) & 파보음성(6/19) & 코로나음성(6/19),2023-06-26,2023-06-19,23-1-184,2023-06-18,시츄,4.52kg
257,7,1년령(추정),43155,1,23-4-171.jpg,202306/20230618014925219.jpg,용산동 관평교 주변,2,4,백색,3,*동물등록개체*칩존재,2023-06-18,2023-06-18,23-4-171,2023-06-18,진도,15kg(추정)
258,4,3년령(추정),43154,1,23-4-170.jpg,202306/20230618103824183.jpg,한우물로155번길 35-29 주변,1,4,백색,1251,진드기 & 피모상태불량 & 홍역음성(6/18) & 파보음성(6/18) & 코로나음성(6/18),2023-07-05,2023-06-18,23-4-170,2023-06-17,포메라이언,2.6kg
259,4,4개월령(추정),43153,2,23-1-183.jpg,202306/20230617022503789.jpg,가양동 160-47 인근,1,1,백색,1816,교통사고 추정 & 기립불능 & 멘탈상태 dull & 두피에출혈흔적 & 얼굴부종 & 두개골골절 & 화농성눈곱(6/22) & 화농성콧물(6/22) & 식욕저하(6/22) & 활력저하(6/22) & 기립가능(6/28) & 정상보행(6/28) & 식욕양호(6/28) & 활력양호(6/28),2023-07-01,2023-06-17,23-1-183,2023-06-17,랙돌,1.13kg
260,7,7년령(추정),43152,1,23-1-182.jpg,202306/20230617022424411.jpg,자양동 77-5 인근,2,1,황색,5,현장반환,2023-06-17,2023-06-17,23-1-182,2023-06-17,진도,28kg(추정)
261,3,5년령(추정),43151,1,23-1-181.jpg,202306/20230617022355336.jpg,동대전로110번길 16 인근,1,1,황백색,1383,미용 & 신고자 6/6 발견 & 부정교합(언더) & 좌외이도귀지 & 각질다량 & 유선발달 & 유즙분비 & 홍역음성(6/17) & 파보음성(6/17) & 코로나음성(6/17),2023-08-03,2023-06-17,23-1-181,2023-06-16,시츄,4.3kg
262,4,3년령(추정),43150,1,23-5-109.jpg,202307/20230701032241341.jpg,대청호수로1325번길 주변,1,5,황백색,1941,경계심 & 전신털심하게엉킴 & 홍역음성(6/17) & 파보음성(6/17) & 코로나음성(6/17),2023-07-26,2023-06-17,23-5-109,2023-06-17,시츄,6.6kg
263,4,1년령(추정),43149,1,23-3-190.jpg,202306/20230616043135294.jpg,서부소방서 주변,4,3,흑백색,1178,부정교합(언더) & 편측잠복고환 & 홍역음성(6/17) & 파보음성(6/17) 코로나음성(6/17) & 파보음성(6/30) & 코로나음성(6/30) & 중성화수술(7/3) & 염증으로 인한 재수술(7/8) & 심장사상충음성(7/13),2023-07-20,2023-06-16,23-3-190,2023-06-16,믹스,3.8kg
264,11,50일령(추정),43148,2,23-1-180.jpg,202306/20230616043052556.jpg,정동 태전마트 하천 인근,1,1,흑황색,1009,교통사고 추정 & 모두유치 & 콧등왼쪽눈더덩이각질 & 탈모 & 피부염의심 & 좌측흉부상처 및 딱지 & 우측전지 주관절탈구 & 파보음성(6/17) & 파보양성(6/22) & 주민참여임시보호(6/22~8/21),2023-06-22,2023-06-16,23-1-180,2023-06-16,코리안숏헤어,0.68kg
265,7,10년령(추정),43147,1,23-1-179.jpg,202306/20230616043015193.jpg,가양동 대주파크빌 인근,1,1,황색,2,*동물등록입소개체* 칩존재,2023-06-16,2023-06-16,23-1-179,2023-06-16,믹스,9kg(추정)
266,2,3년령(추정),43146,1,23-1-178.jpg,202307/20230701032318289.jpg,이스트시티 1단지 인근,2,1,백색,594,진드기감염 & 홍역음성(6/17) & 파보음성(6/17) 코로나음성(6/17) & 파보음성(8/3) & 코로나음성(8/3),2023-08-03,2023-06-16,23-1-178,2023-06-15,믹스,9.37kg
267,5,4개월령(추정),43145,2,23-5-108.jpg,202306/20230616014501033.jpg,오정동 342-10 혜성철강 주변,2,5,흑백색,190,교통사고 & 기립불능 & 탈수 & 후지에구더기알 & 항문주변 & 후지 등 쓸림상처 & 저혈당 & 파보음성(6/16),2023-06-18,2023-06-16,23-5-108,2023-06-16,코리안숏헤어,0.97kg
268,7,7년령(추정),43144,1,23-2-148.jpg,202306/20230616105429681.jpg,부사동 부사4거리 주변,2,2,황색,94,*동물등록입소개체*칩존재 & 기저귀착용 & 치석많은편 & 좌측슬개골탈구 & 염발음 & 홍역음성(6/16) & 파보음성(6/16) & 코로나음성(6/16),2023-06-16,2023-06-16,23-2-148,2023-06-15,푸들,3.57kg
269,7,4년령(추정),43143,1,23-2-147.jpg,202306/20230616105346218.jpg,문화동 해바라기굴다리 주변,1,2,백색,558,*동물등록입소개체* 칩존재 & 미용 & 혀앞으로돌출 & 좌측서혜부탈장 & 양측슬개골탈구 & 홍역음성(6/16) & 파보음성(6/16) 코로나음성(6/16),2023-06-24,2023-06-16,23-2-147,2023-06-15,말티즈,2.76kg
270,6,7년령(추정),43139,1,23-2-146.jpg,202307/20230701032344796.jpg,정생동 10-3 번지 주변,2,2,황백색,1662,미용 & 피부상태불량 & 양안수정체백탁 & 눈곱 & 양측외이도태선화 & 외이도염 & 전신각질 & 피부염심함 & 슬개골탈구 & 사지부종 & 발적 & 치석심함 & 홍역음성(6/16) & 파보음성(6/16) & 코로나음성(6/16),2023-08-03,2023-06-15,23-2-146,2023-06-15,시츄,7.6kg
271,4,2년령(추정),43138,2,23-3-189.jpg,202307/20230701032409798.jpg,계룡로 633 인근,3,3,회색,1731,마름 & 우측눈위상처및딱지 & 파보음성(6/15) & 중성화수술(7/13),2023-07-21,2023-06-14,23-3-189,2023-06-14,러시안블루,1.9kg
272,5,3개월령(추정),43137,2,23-3-188.jpg,202306/20230614041046853.jpg,둔산동 수정타운@ 인근,5,3,삼색,2,폐사체인계,2023-06-14,2023-06-14,23-3-188,2023-06-14,코리안숏헤어,1kg(추정)
273,7,9년령(추정),43136,1,23-3-187.jpg,202306/20230614041002872.jpg,정림동 향우자동차학원 인근,2,3,백색,2,현장반환,2023-06-14,2023-06-14,23-3-187,2023-06-13,스피츠,4kg(추정)
274,4,6년령(추정),43135,1,23-1-177.jpg,202306/20230614035338791.jpg,자양동 행정복지센터 인근,1,1,황색,1478,*동물등록입소개체* 칩존재 & 신고자입양희망 & 양측외이도염 & 태선화 & 긁은상처 & 양측슬개골탈구 & 홍역음성(6/15) & 파보음성(6/15) 코로나음성(6/15) & 점액성 혈변 (6/26) & 코로나 음성(6/26) & 파보 음성(6/26) & 정상변(7/9),2023-07-20,2023-06-14,23-1-177,2023-06-14,푸들,3.9kg(추정)
275,7,5년령(추정),43134,1,23-1-176.jpg,202306/20230614035250423.jpg,우암로 208 인근,2,1,백색,175,미용 & 치석많은편 & 미간사이상처및딱지 & 양측후지며느리발톱 & 홍역음성(6/15) & 파보음성(6/15) & 코로나음성(6/15),2023-06-17,2023-06-14,23-1-176,2023-06-14,말티즈 믹스,6kg
276,4,3개월령(추정),43133,1,23-1-175.jpg,202306/20230614035044176.jpg,용전사거리 인근,1,1,백색,1982,모두유치 & 홍역음성(6/15) & 파보음성(6/15) & 코로나음성(6/15),2023-06-29,2023-06-14,23-1-175,2023-06-13,포메라이언,0.9kg
277,4,3개월령(추정),43132,2,23-2-145.jpg,202306/20230614095810257.jpg,태평동 태평4거리 주변,1,2,황백색,2070,온순 & 야윔 & 눈물 & 콧물 & 호흡거침 & 파보음성(6/14) & 화농성콧물(6/16) & 식욕저하(6/16) & 활력저하(6/16) & 활력양호(6/22) & 화농성콧물 호전(6/28) & 식욕양호(6/28) & 활력양호(6/28),2023-07-04,2023-06-14,23-2-145,2023-06-14,랙돌,1.03kg
278,4,2년령(추정),43131,2,23-2-144.jpg,202306/20230614095711844.jpg,중촌동 대성자동차 주변,1,2,황백색,1743,온순 & 상태양호 & 파보음성(6/14),2023-07-04,2023-06-14,23-2-144,2023-06-13,랙돌,3.2kg
279,7,2년령(추정),43130,1,23-4-169.jpg,202306/20230614095536908.jpg,봉산동 구즉파출소 주변,2,4,백색,42,*동물등록입소개체* 칩존재 & 목줄착용,2023-06-14,2023-06-14,23-4-169,2023-06-13,진도,22kg(추정)
280,5,20일령(추정),43128,2,23-2-143.jpg,202306/20230613052459947.jpg,태평동 327-6 두건호텔리어 주변,1,2,황백색,146,우측안구결막염 & 파보음성(6/14),2023-06-15,2023-06-13,23-2-143,2023-06-13,코리안숏헤어,0.15kg
281,4,1년령(추정),43127,3,23-3-186.jpg,202306/20230613034146248.jpg,삼천초 인근,5,3,청색,819,,2023-06-30,2023-06-13,23-3-186,2023-06-13,사랑앵무,0.025kg(추정)
282,7,6년령(추정),43126,1,23-3-185.jpg,202306/20230613034308097.jpg,흑석동 인근,4,3,백색,180,*동물등록입소개체* 칩존재 & 미용 & 좌측전지발등염증 & 치석 & 홍역음성(6/13) & 파보음성(6/13) & 코로나음성(6/13),2023-06-14,2023-06-13,23-3-185,2023-06-13,푸들,5kg(추정)
283,2,7년령(추정),43125,1,23-5-107.jpg,202306/20230613021059043.jpg,와동 회덕우체국 주변,2,5,백색,1697,전지파행 & 치석 & 콧잔등탈모 & 좌측전지과거골절추정(부교합상태) & 슬개골탈구 & 양측귀탈모 & 홍역음성(6/13) & 파보음성(6/13) & 코로나음성(6/13) & 전지양측며느리발톱없음(7/7),2023-07-07,2023-06-13,23-5-107,2023-06-13,푸들,2.2kg
284,2,7년령(추정),43124,1,23-5-106.jpg,202306/20230613021043255.jpg,송촌동 송촌고등학교 주변,4,5,백색,1266,미용 & 쿠싱신드롬의심(피부혈관노출) & 피부각질 & 흉부피하부종 & 우측어금니골절 & 부정교합 & 홍역음성(6/13) & 파보음성(6/13) & 코로나음성(6/13),2023-08-03,2023-06-13,23-5-106,2023-06-13,포메라이언,5.71kg
285,7,1년령(추정),43123,1,23-3-184.jpg,202306/20230612033446577.jpg,도마동 30-14 배재골식당 인근,1,3,흑색,71,경계심 & 목줄 및 리드줄 착용 & 홍역음성(6/12) & 파보음성(6/12) & 코로나음성(6/12),2023-06-13,2023-06-12,23-3-184,2023-06-12,믹스,7.64kg
286,7,2년령(추정),43122,1,23-3-183.jpg,202306/20230612033411060.jpg,도마동 30-14 배재골식당 인근,1,3,황백색,84,치석 & 홍역음성(6/12) & 파보음성(6/12) & 코로나음성(6/12),2023-06-13,2023-06-12,23-3-183,2023-06-12,믹스,4.65kg
287,4,4년령(추정),43121,1,23-1-174.jpg,202306/20230612033331297.jpg,동중앙로 108-11 인근,4,1,황색,798,좌측 결막역 & 야윔 & 피부상태불량 & 치석 & 홍역음성(6/12) & 파보음성(6/12) & 코로나음성(6/12),2023-06-29,2023-06-12,23-1-174,2023-06-11,닥스훈트,4.82kg
288,7,1년령(추정),43120,1,23-1-172.jpg,202306/20230612021121551.jpg,가양동 적덕식당 인근,2,1,황색,3,현장반환,2023-06-12,2023-06-12,23-1-172,2023-06-09,포메라이언,4kg(추정)
289,7,2년령(추정),43119,1,23-3-182.jpg,202306/20230612015543609.jpg,탄방초 인근,1,3,흑황색,751,치석 & 홍역음성(6/12) & 파보음성(6/12) & 코로나음성(6/12) & 파보음성(6/15) & 코로나음성(6/15),2023-06-23,2023-06-12,23-3-182,2023-06-11,시바,4.1kg
290,2,4년령(추정),43118,1,23-1-173.jpg,202306/20230611025025907.jpg,용운동 해피하우스 주변,1,1,황백색,1201,단미됨 & 치석 & 홍역음성(6/11) & 파보음성(6/11) & 코로나음성(6/11)복부팽배 & 유즙분비(7/1)코로나음성(7/16)파보음성(7/16) & 심장사상충양성(7/18),2023-08-04,2023-06-11,23-1-173,2023-06-10,아메리칸불리,18.3kg
291,4,2년령(추정),43117,1,23-5-105.jpg,202306/20230611025220855.jpg,읍내동 읍내사거리 주변,2,5,백색,1085,풀씨 많이 붙어있음 & 앞니 소실(위 & 아래) & 좌측 상안검 상처(결막염) & 홍역음성(6/11) & 파보음성(6/11) & 코로나음성(6/11),2023-06-28,2023-06-11,23-5-105,2023-06-11,말티즈,6kg
292,2,3년령(추정),43116,1,23-5-104.jpg,202306/20230611025343193.jpg,와동 현대아파트 105동 주변,1,5,황백색,572,교통사고 & 외부병원 응급진료 & 목줄착용 & 진드기 & 우측 전지 절음 & 홍역음성(6/11) & 파보음성(6/11) & 코로나음성(6/11) & 파보음성(7/21) & 코로나음성(7/21) & 심장사상충음성(7/21),2023-08-02,2023-06-11,23-5-104,2023-06-10,믹스,7.1kg
293,4,1년령(추정),43115,3,23-4-168.jpg,202306/20230611025412145.jpg,학하북로 53-7 주변,1,4,흑백색,550,꼬리 쪽 탈모,2023-06-28,2023-06-11,23-4-168,2023-06-10,닭,2kg)
294,2,8개월령(추정),43114,1,23-4-167.jpg,202306/20230611025259130.jpg,용계로287번길 44주변,1,4,황색,441,목줄착용 & 홍역음성(6/11) & 파보음성(7/11) & 코로나음성(7/11),2023-08-04,2023-06-11,23-4-167,2023-06-10,믹스,9.8kg
295,2,8개월령(추정),43113,1,23-4-166.jpg,202306/20230611025109448.jpg,용계로284번길 44주변,2,4,흑황색,292,동시구조 & 반도착용 & 홍역음성(6/11) & 파보음성(6/11) & 코로나음성(6/11),2023-07-30,2023-06-11,23-4-166,2023-06-10,믹스,16.4kg
296,7,6년령(추정),43112,1,23-2-142.jpg,202306/20230611102048724.jpg,부사로39번길 40-39 주변,2,2,백색,2,*동물등록개체* 칩존재,2023-06-11,2023-06-11,23-2-142,2023-06-10,말티즈,6kg(추정)
297,5,3주령(추정),43111,2,23-5-103.jpg,202306/20230610011826844.jpg,중리동 393-1번지 1층 주변,2,5,흑백색,513,유치 나오기 전 & 파보음성(6/10),2023-06-24,2023-06-10,23-5-103,2023-06-09,코리안숏헤어,0.21kg
298,5,6년령(추정),43110,1,23-1-171.jpg,202306/20230609032752277.jpg,용운동 용방마을@ 인근,4,1,백색,398,*동물등록입소개체* & 칩존재 & 홍역음성(6/9) & 파보음성(6/9) & 코로나음성(6/9),2023-06-18,2023-06-09,23-1-171,2023-06-09,말티즈,3.1kg
299,2,3년령(추정),43109,1,23-3-181.jpg,202306/20230609032609762.jpg,괴곡동 282-1 인근,1,3,백갈색,1138,심한부정교합(언더) & 좌측외이도지저분 & 홍역음성(6/9) & 파보음성(6/9) & 코로나음성(6/9),2023-06-09,2023-06-09,23-3-181,2023-06-08,불독,12.5kg
300,7,3년령(추정),43108,1,23-1-170.jpg,202306/20230609013745849.jpg,대송길 29 인근,1,1,황백색,336,부정교합(언더) & 홍역음성(6/9) & 파보음성(6/9) & 코로나음성(6/9),2023-06-13,2023-06-08,23-1-170,2023-06-08,포메라이언 믹스,3.38kg
301,7,7년령(추정),43107,1,23-1-169.jpg,202306/20230608041135690.jpg,낭월동 e편한세상@ 인근,2,1,백색,3,현장반환,2023-06-08,2023-06-08,23-1-169,2023-06-07,말티즈,5kg(추정)
302,7,3년령(추정),43106,1,23-3-180.jpg,202306/20230608041100224.jpg,내동초 인근,1,3,황백색,2,현장반환,2023-06-08,2023-06-08,23-3-180,2023-06-08,웰시코기,9kg(추정)
303,4,1개월령(추정),43105,2,23-1-168.jpg,202306/20230607041715939.jpg,낭월 제2노인회관 인근,2,1,흑황색,1153,용품과 함께 박스채 발견 & 식욕양호(6/28) & 활력양호(6/28),2023-07-22,2023-06-07,23-1-168,2023-06-07,코리안숏헤어,0.41kg
304,4,1개월령(추정),43104,2,23-1-167.jpg,202306/20230607041726259.jpg,낭월 제2노인회관 인근,1,1,삼색,1315,용품과 함께 박스채 발견 & 파보음성(6/7) & 기침(6/25) & 콧물(6/25) & 탈모(6/25) & 피부상태불량(6/25) & 파보음성(6/25) & 식욕양호(6/28) & 활력양호(6/28) & 기침호전(7/4) & 콧물호전(7/4),2023-07-16,2023-06-07,23-1-167,2023-06-07,코리안숏헤어,0.36kg
305,7,2년령(추정),43103,1,23-3-179.jpg,202306/20230607041740484.jpg,도솔유아숲체험원 인근,1,3,황색,34,*동물등록입소개체*칩존재 & 목줄착용,2023-06-07,2023-06-07,23-3-179,2023-06-07,진도,22kg(추정)
306,6,2년령(추정),43102,2,23-3-178.jpg,202306/20230607022208764.jpg,도마동 조달청 인근,1,3,회백색,3,교통사고,2023-06-07,2023-06-07,23-3-178,2023-06-06,코리안숏헤어,3kg(추정)
307,4,2년령(추정),43099,1,23-1-166.jpg,202306/20230607041751442.jpg,용운동 용운시장 인근,1,1,황색,1419,미용 & 치석 & 홍역음성(6/7) & 파보음성(6/7) & 코로나음성(6/7),2023-07-07,2023-06-07,23-1-166,2023-06-06,푸들,4.4kg
308,7,1년령(추정),43098,1,23-4-165.jpg,202306/20230607100836651.jpg,지족동 노은지구대 주변,1,4,황색,13,*동물등록입소개체* 칩존재 & 목줄 및 리드줄 착용,2023-06-07,2023-06-07,23-4-165,2023-06-07,진도,22kg(추정)
309,2,5개월령(추정),43097,1,23-2-141.jpg,202306/20230606042637270.jpg,중구 옥계동 옥계@ 3동 주변,2,2,황색,1370,유치잔존 & 홍역음성(6/6) & 파보음성(6/6) & 코로나음성(6/6),2023-07-10,2023-06-06,23-2-141,2023-06-05,믹스,2.3kg
310,4,1년령(추정),42912,3,23-2-098.jpg,202305/20230508043726081.jpg,대둔산로420번길 87 황금빌라 주변,2,2,황백색,299,임시보호(5/12),2023-05-19,2023-05-08,23-2-098,2023-05-08,햄스터,0.034kg
311,4,1년령(추정),42911,3,23-2-097.jpg,202305/20230508043534813.jpg,대둔산로420번길 87 황금빌라 주변,2,2,회백색,268,임시보호(5/10),2023-05-19,2023-05-08,23-2-097,2023-05-08,햄스터,0.046kg
312,7,5년령(추정),42910,1,23-2-096.jpg,202305/20230508043241699.jpg,보문로111번길 21 주변,2,2,백색,118,*동물등록개체* 칩존재 & 홍역음성(5/8) & 파보음성(5/8) & 코로나음성(5/8),2023-05-09,2023-05-08,23-2-096,2023-05-08,리트리버,35kg
313,7,7년령(추정),42909,1,23-4-122.jpg,202305/20230508035956163.jpg,탑립동 712번지 주변,2,4,백색,22,*동물등록개체* 칩존재 & 미용 & 혀돌출 & 홍역음성(5/8) & 파보음성(5/8) & 코로나음성(5/8),2023-05-08,2023-05-08,23-4-122,2023-05-08,말티즈,6.2kg
314,7,3년령(추정),42908,1,23-4-121.jpg,202305/20230508035835826.jpg,유성구 상대동 496번지 주변,2,4,흑황색,132,*동물등록개체* 칩존재 & 홍역음성(5/8) & 파보음성(5/8) & 코로나음성(5/8),2023-05-09,2023-05-08,23-4-121,2023-05-07,믹스,20kg
315,7,5년령(추정),42907,1,23-3-136.jpg,202305/20230508111919088.jpg,갈마동 352-6 인근,2,3,황색,3,칩존재,2023-05-08,2023-05-08,23-3-136,2023-05-07,푸들,4kg(추정)
316,7,2018(년생),42906,1,,,갈마공원 월평 도서관 인근,1,3,백색,2,칩존재 & 현장반환,2023-05-08,2023-05-08,23-3-135,2023-05-04,스피츠,8(Kg)
317,6,3년령(추정),42905,1,23-1-134(1).jpg,202305/20230530025158285.jpg,산내로 1349 인근,1,1,백색,1653,미용 & 치석있음 & 보행이상 & 홍역음성(5/8) & 파보음성(5/8) & 코로나음성(5/8) & 파보음성(7/8) & 코로나음성(7/8) & 심장사상충음성(7/9),2023-08-03,2023-05-08,23-1-134,2023-05-07,믹스,5.37kg
318,7,3년령(추정),42904,1,23-1-133.jpg,202305/20230508111614412.jpg,삼성동 318-29 인근,2,1,황색,2,칩존재 & 현장반환,2023-05-08,2023-05-08,23-1-133,2023-05-07,리트리버,25kg(추정)
319,4,1년령(추정),42903,1,23-4-120.jpg,202305/20230507035614009.jpg,덕명동 비닐하우스 인근,2,4,황색,766,신고자가 미용 & 양측 외이염 & 홍역음성(5/7) & 파보음성(5/7) & 코로나음성(5/7),2023-05-20,2023-05-07,23-4-120,2023-05-07,푸들,7.8kg
320,4,8개월령(추정),42902,1,23-5-081.jpg,202305/20230507015327517.jpg,대화동 세원풍남아파트 주변,2,5,황색,1586,홍역음성(5/7) & 파보음성(5/7) & 코로나음성(5/7),2023-05-19,2023-05-07,23-5-081,2023-05-07,푸들,4.4kg
321,2,1년령(추정),42901,1,23-4-119.jpg,202305/20230507020203406.jpg,봉산동 노인회관 주변,2,4,백색,1085,*동물등록개체* 칩존재 & 목줄 및 리드줄 착용 & 홍역음성(5/7) & 파보음성(5/7) & 코로나음성(5/7) & 파보음성(7/7) & 코로나음성(7/7) & 심장사상충음성(7/7),2023-08-04,2023-05-07,23-4-119,2023-05-06,진도,16.5kg
322,7,10년령(추정),42900,1,23-2-095.jpg,202305/20230507104129960.jpg,태평동 379-31 국수집 인근,1,2,황백색,4,,2023-05-07,2023-05-07,23-2-095,2023-05-06,믹스,5kg(추정)
323,7,10년령(추정),42899,1,23-2-094.jpg,202305/20230507104051312.jpg,유천동 319-1 유진하나아파트상가 지하1층 점핑키노 주변,1,2,황백색,3,,2023-05-07,2023-05-07,23-2-094,2023-05-06,믹스,5kg(추정)
324,7,10년령(추정),42898,1,23-2-093.jpg,202305/20230507103917907.jpg,유천동 209-35번지 가빈아구찜 주변,1,2,황백색,4,,2023-05-07,2023-05-07,23-2-093,2023-05-06,믹스,5kg(추정)
325,6,2년령(추정),42897,2,23-4-118.jpg,202305/20230506044318424.jpg,교촌로 64-1,1,4,삼색,2,좌측후지 절단 & 골반뼈골절 & 괴사진행 심함 & 구더기증 심함,2023-05-06,2023-05-06,23-4-118,2023-05-06,코리안숏헤어,4kg
326,4,2년령(추정),42896,2,23-2-092.jpg,202305/20230506025043831.jpg,태평동 유등마을@ 108동 주변,1,2,회백색,634,파보음성(5/6),2023-05-21,2023-05-06,23-2-092,2023-05-05,페르시안 믹스,2.8kg
327,4,5개월령(추정),42895,1,23-5-080.jpg,202305/20230506024011328.jpg,대화11길 11 세원풍남아파트 주변,1,5,황색,1387,유치잔존 & 홍역음성(5/6) & 파보음성(5/6) & 코로나음성(5/6),2023-05-20,2023-05-06,23-5-080,2023-05-06,푸들,2.2kg
328,7,1년령(추정),42894,1,23-4-117.jpg,202305/20230506013255953.jpg,와룡로 206 주변,2,4,백색,2,칩존재 & 목줄착용,2023-05-06,2023-05-06,23-4-117,2023-05-06,진도,15kg(추정)
329,2,2년령(추정),42893,1,23-4-116.jpg,202305/20230505025633381.jpg,학하동 580-1 주변,1,4,황색,841,구조당시 경계심 & 타개체 공격성향 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5) & 파보음성(6/10) & 코로나음성(6/10) & 심장사상충양성(6/10),2023-08-04,2023-05-05,23-4-116,2023-05-05,믹스,4.42kg
330,6,2년령(추정),42892,1,23-4-115.jpg,202305/20230505025526970.jpg,학하동 580-1 주변,2,4,황색,611,구조당시 경계심 & 털엉킴 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5) & 파보음성(7/11) & 코로나양성(7/11) & 심장사상충양성(7/11) & 파보음성(7/27) & 코로나음성(7/27),2023-08-03,2023-05-05,23-4-115,2023-05-05,믹스,7.1kg
331,6,2년령(추정),42891,1,23-4-114.jpg,202305/20230505025335653.jpg,학하동 580-1 주변,1,4,황색,972,구조당시 경계심 & 털엉킴 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5),2023-06-13,2023-05-05,23-4-114,2023-05-05,믹스,8.4kg
332,7,4년령(추정),42890,1,23-4-113.jpg,202305/20230505012255958.jpg,송강시장 주변,2,4,회백색,5,,2023-05-05,2023-05-05,23-4-113,2023-05-05,슈나우져,6kg(추정)
333,5,35일령(추정),42889,3,23-4-112.jpg,202305/20230505025100833.jpg,유성구 하기동 송림마을6단지 602동 주변,1,4,흑백색,216,순함,2023-05-06,2023-05-04,23-4-112,2023-05-04,토끼,0.21kg
334,7,10년령(추정),42888,1,,,중리서로 52 브라운퍼피 주변,1,5,백색,151,*동물등록입소개체*칩존재,2023-05-05,2023-05-04,23-5-079,2023-05-03,믹스,5kg(추정)
335,6,7개월령(추정),42887,1,23-6-006.jpg,202305/20230505024937328.jpg,이사동 22 인근,2,1,황백색,1621,외부병원진료(심장사상충음성) & 엉덩이쪽 탈모 및 흉터 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5) & 코로나음성(5/31) & 파보음성(5/31),2023-07-02,2023-05-04,23-6-006,2023-04-28,믹스,15kg
336,2,2년령(추정),42886,1,23-6-005.jpg,202305/20230505024339390.jpg,이사동 22 인근,1,1,황백색,851,외부병원진료(심장사상충양성) & 경계심 & 홍역음성(5/5) & 파보음성(5/5) & 코로나음성(5/5),2023-05-05,2023-05-04,23-6-005,2023-04-28,믹스,11.8kg
337,7,3년령(추정),42885,1,23-1-132.jpg,202305/20230504023636469.jpg,대전로807번길 13 인근,1,1,황백색,179,초록목줄착용,2023-05-05,2023-05-04,23-1-132,2023-05-03,믹스,6kg(추정)
338,7,7년령(추정),42884,1,23-1-131.jpg,202305/20230504035104992.jpg,낭월동 오투그란데@ 인근,1,1,백색,231,칩존재 & 양안수정체백탁-시력없어보임 & 털오염심함 & 홍역음성(5/4) & 파보음성(5/4) & 코로나음성(5/4),2023-05-05,2023-05-03,23-1-131,2023-05-03,믹스,5.6kg
339,4,1년령(추정),42883,1,23-3-134.jpg,202305/20230504035215481.jpg,갈마동 1128 인근,1,3,백색,921,송곳니및어금니유치잔존 & 미용흔적 & 홍역음성(5/4) & 파보음성(5/4) 코로나음성(5/4),2023-05-19,2023-05-03,23-3-134,2023-05-03,푸들,3.2kg
